date,city,country,parameter,value,unit,latitude,longitude,year,month,day_of_week,is_weekend,season
2020-06-27,Tokyo,Japan,O3,23.07,µg/m³,35.6762,139.6503,2020,6,5,1,Inverno
2020-06-28,Tokyo,Japan,O3,23.67,µg/m³,35.6762,139.6503,2020,6,6,1,Inverno
2020-01-01,London,United Kingdom,PM2.5,51.69,µg/m³,51.5074,-0.1278,2020,1,2,0,Verão
2020-01-02,London,United Kingdom,PM2.5,68.36,µg/m³,51.5074,-0.1278,2020,1,3,0,Verão
2020-01-03,London,United Kingdom,PM2.5,68.79,µg/m³,51.5074,-0.1278,2020,1,4,0,Verão
2020-01-04,London,United Kingdom,PM2.5,72.76,µg/m³,51.5074,-0.1278,2020,1,5,1,Verão
2020-01-05,London,United Kingdom,PM2.5,50.67,µg/m³,51.5074,-0.1278,2020,1,6,1,Verão
2020-01-06,London,United Kingdom,PM2.5,64.12,µg/m³,51.5074,-0.1278,2020,1,0,0,Verão
2020-01-07,London,United Kingdom,PM2.5,65.86,µg/m³,51.5074,-0.1278,2020,1,1,0,Verão
2020-01-08,London,United Kingdom,PM2.5,54.97,µg/m³,51.5074,-0.1278,2020,1,2,0,Verão
2020-01-09,London,United Kingdom,PM2.5,52.16,µg/m³,51.5074,-0.1278,2020,1,3,0,Verão
2020-01-10,London,United Kingdom,PM2.5,76.14,µg/m³,51.5074,-0.1278,2020,1,4,0,Verão
2020-01-11,London,United Kingdom,PM2.5,62.49,µg/m³,51.5074,-0.1278,2020,1,5,1,Verão
2020-01-12,London,United Kingdom,PM2.5,66.75,µg/m³,51.5074,-0.1278,2020,1,6,1,Verão
2020-01-13,London,United Kingdom,PM2.5,52.34,µg/m³,51.5074,-0.1278,2020,1,0,0,Verão
2020-01-14,London,United Kingdom,PM2.5,48.53,µg/m³,51.5074,-0.1278,2020,1,1,0,Verão
2020-01-15,London,United Kingdom,PM2.5,55.2,µg/m³,51.5074,-0.1278,2020,1,2,0,Verão
2020-01-16,London,United Kingdom,PM2.5,59.82,µg/m³,51.5074,-0.1278,2020,1,3,0,Verão
2020-01-17,London,United Kingdom,PM2.5,50.58,µg/m³,51.5074,-0.1278,2020,1,4,0,Verão
2020-01-18,London,United Kingdom,PM2.5,61.29,µg/m³,51.5074,-0.1278,2020,1,5,1,Verão
2020-01-19,London,United Kingdom,PM2.5,44.67,µg/m³,51.5074,-0.1278,2020,1,6,1,Verão
2020-01-20,London,United Kingdom,PM2.5,50.52,µg/m³,51.5074,-0.1278,2020,1,0,0,Verão
2020-01-21,London,United Kingdom,PM2.5,68.59,µg/m³,51.5074,-0.1278,2020,1,1,0,Verão
2020-01-22,London,United Kingdom,PM2.5,68.08,µg/m³,51.5074,-0.1278,2020,1,2,0,Verão
2020-01-23,London,United Kingdom,PM2.5,58.28,µg/m³,51.5074,-0.1278,2020,1,3,0,Verão
2020-01-24,London,United Kingdom,PM2.5,52.18,µg/m³,51.5074,-0.1278,2020,1,4,0,Verão
2020-01-25,London,United Kingdom,PM2.5,52.25,µg/m³,51.5074,-0.1278,2020,1,5,1,Verão
2020-01-26,London,United Kingdom,PM2.5,58.95,µg/m³,51.5074,-0.1278,2020,1,6,1,Verão
2020-01-27,London,United Kingdom,PM2.5,69.28,µg/m³,51.5074,-0.1278,2020,1,0,0,Verão
2020-01-28,London,United Kingdom,PM2.5,72.27,µg/m³,51.5074,-0.1278,2020,1,1,0,Verão
2020-01-29,London,United Kingdom,PM2.5,58.18,µg/m³,51.5074,-0.1278,2020,1,2,0,Verão
2020-01-30,London,United Kingdom,PM2.5,51.76,µg/m³,51.5074,-0.1278,2020,1,3,0,Verão
2020-01-31,London,United Kingdom,PM2.5,66.12,µg/m³,51.5074,-0.1278,2020,1,4,0,Verão
2020-02-01,London,United Kingdom,PM2.5,55.36,µg/m³,51.5074,-0.1278,2020,2,5,1,Verão
2020-02-02,London,United Kingdom,PM2.5,58.56,µg/m³,51.5074,-0.1278,2020,2,6,1,Verão
2020-02-03,London,United Kingdom,PM2.5,77.14,µg/m³,51.5074,-0.1278,2020,2,0,0,Verão
2020-02-04,London,United Kingdom,PM2.5,72.3,µg/m³,51.5074,-0.1278,2020,2,1,0,Verão
2020-02-05,London,United Kingdom,PM2.5,65.75,µg/m³,51.5074,-0.1278,2020,2,2,0,Verão
2020-02-06,London,United Kingdom,PM2.5,51.59,µg/m³,51.5074,-0.1278,2020,2,3,0,Verão
2020-02-07,London,United Kingdom,PM2.5,66.57,µg/m³,51.5074,-0.1278,2020,2,4,0,Verão
2020-02-08,London,United Kingdom,PM2.5,75.22,µg/m³,51.5074,-0.1278,2020,2,5,1,Verão
2020-02-09,London,United Kingdom,PM2.5,60.97,µg/m³,51.5074,-0.1278,2020,2,6,1,Verão
2020-02-10,London,United Kingdom,PM2.5,78.37,µg/m³,51.5074,-0.1278,2020,2,0,0,Verão
2020-02-11,London,United Kingdom,PM2.5,77.92,µg/m³,51.5074,-0.1278,2020,2,1,0,Verão
2020-02-12,London,United Kingdom,PM2.5,81.76,µg/m³,51.5074,-0.1278,2020,2,2,0,Verão
2020-02-13,London,United Kingdom,PM2.5,68.3,µg/m³,51.5074,-0.1278,2020,2,3,0,Verão
2020-02-14,London,United Kingdom,PM2.5,71.25,µg/m³,51.5074,-0.1278,2020,2,4,0,Verão
2020-02-15,London,United Kingdom,PM2.5,79.64,µg/m³,51.5074,-0.1278,2020,2,5,1,Verão
2020-02-16,London,United Kingdom,PM2.5,70.1,µg/m³,51.5074,-0.1278,2020,2,6,1,Verão
2020-02-17,London,United Kingdom,PM2.5,60.73,µg/m³,51.5074,-0.1278,2020,2,0,0,Verão
2020-02-18,London,United Kingdom,PM2.5,61.37,µg/m³,51.5074,-0.1278,2020,2,1,0,Verão
2020-02-19,London,United Kingdom,PM2.5,68.36,µg/m³,51.5074,-0.1278,2020,2,2,0,Verão
2020-02-20,London,United Kingdom,PM2.5,53.18,µg/m³,51.5074,-0.1278,2020,2,3,0,Verão
2020-02-21,London,United Kingdom,PM2.5,64.77,µg/m³,51.5074,-0.1278,2020,2,4,0,Verão
2020-02-22,London,United Kingdom,PM2.5,77.27,µg/m³,51.5074,-0.1278,2020,2,5,1,Verão
2020-02-23,London,United Kingdom,PM2.5,44.5,µg/m³,51.5074,-0.1278,2020,2,6,1,Verão
2020-02-24,London,United Kingdom,PM2.5,81.86,µg/m³,51.5074,-0.1278,2020,2,0,0,Verão
2020-02-25,London,United Kingdom,PM2.5,77.84,µg/m³,51.5074,-0.1278,2020,2,1,0,Verão
2020-02-26,London,United Kingdom,PM2.5,62.12,µg/m³,51.5074,-0.1278,2020,2,2,0,Verão
2020-02-27,London,United Kingdom,PM2.5,72.25,µg/m³,51.5074,-0.1278,2020,2,3,0,Verão
2020-02-28,London,United Kingdom,PM2.5,66.94,µg/m³,51.5074,-0.1278,2020,2,4,0,Verão
2020-02-29,London,United Kingdom,PM2.5,79.3,µg/m³,51.5074,-0.1278,2020,2,5,1,Verão
2020-03-01,London,United Kingdom,PM2.5,76.92,µg/m³,51.5074,-0.1278,2020,3,6,1,Outono
2020-03-02,London,United Kingdom,PM2.5,53.18,µg/m³,51.5074,-0.1278,2020,3,0,0,Outono
2020-03-03,London,United Kingdom,PM2.5,73.14,µg/m³,51.5074,-0.1278,2020,3,1,0,Outono
2020-03-04,London,United Kingdom,PM2.5,65.29,µg/m³,51.5074,-0.1278,2020,3,2,0,Outono
2020-03-05,London,United Kingdom,PM2.5,68.25,µg/m³,51.5074,-0.1278,2020,3,3,0,Outono
2020-03-06,London,United Kingdom,PM2.5,60.22,µg/m³,51.5074,-0.1278,2020,3,4,0,Outono
2020-03-07,London,United Kingdom,PM2.5,85.06,µg/m³,51.5074,-0.1278,2020,3,5,1,Outono
2020-03-08,London,United Kingdom,PM2.5,78.05,µg/m³,51.5074,-0.1278,2020,3,6,1,Outono
2020-03-09,London,United Kingdom,PM2.5,60.32,µg/m³,51.5074,-0.1278,2020,3,0,0,Outono
2020-03-10,London,United Kingdom,PM2.5,54.44,µg/m³,51.5074,-0.1278,2020,3,1,0,Outono
2020-03-11,London,United Kingdom,PM2.5,63.99,µg/m³,51.5074,-0.1278,2020,3,2,0,Outono
2020-03-12,London,United Kingdom,PM2.5,72.25,µg/m³,51.5074,-0.1278,2020,3,3,0,Outono
2020-03-13,London,United Kingdom,PM2.5,70.36,µg/m³,51.5074,-0.1278,2020,3,4,0,Outono
2020-03-14,London,United Kingdom,PM2.5,80.55,µg/m³,51.5074,-0.1278,2020,3,5,1,Outono
2020-03-15,London,United Kingdom,PM2.5,75.97,µg/m³,51.5074,-0.1278,2020,3,6,1,Outono
2020-03-16,London,United Kingdom,PM2.5,77.81,µg/m³,51.5074,-0.1278,2020,3,0,0,Outono
2020-03-17,London,United Kingdom,PM2.5,71.43,µg/m³,51.5074,-0.1278,2020,3,1,0,Outono
2020-03-18,London,United Kingdom,PM2.5,54.31,µg/m³,51.5074,-0.1278,2020,3,2,0,Outono
2020-03-19,London,United Kingdom,PM2.5,66.29,µg/m³,51.5074,-0.1278,2020,3,3,0,Outono
2020-03-20,London,United Kingdom,PM2.5,78.89,µg/m³,51.5074,-0.1278,2020,3,4,0,Outono
2020-03-21,London,United Kingdom,PM2.5,67.8,µg/m³,51.5074,-0.1278,2020,3,5,1,Outono
2020-03-22,London,United Kingdom,PM2.5,73.38,µg/m³,51.5074,-0.1278,2020,3,6,1,Outono
2020-03-23,London,United Kingdom,PM2.5,65.19,µg/m³,51.5074,-0.1278,2020,3,0,0,Outono
2020-03-24,London,United Kingdom,PM2.5,58.11,µg/m³,51.5074,-0.1278,2020,3,1,0,Outono
2020-03-25,London,United Kingdom,PM2.5,67.19,µg/m³,51.5074,-0.1278,2020,3,2,0,Outono
2020-03-26,London,United Kingdom,PM2.5,71.54,µg/m³,51.5074,-0.1278,2020,3,3,0,Outono
2020-03-27,London,United Kingdom,PM2.5,61.91,µg/m³,51.5074,-0.1278,2020,3,4,0,Outono
2020-03-28,London,United Kingdom,PM2.5,66.12,µg/m³,51.5074,-0.1278,2020,3,5,1,Outono
2020-03-29,London,United Kingdom,PM2.5,59.1,µg/m³,51.5074,-0.1278,2020,3,6,1,Outono
2020-03-30,London,United Kingdom,PM2.5,79.69,µg/m³,51.5074,-0.1278,2020,3,0,0,Outono
2020-03-31,London,United Kingdom,PM2.5,65.56,µg/m³,51.5074,-0.1278,2020,3,1,0,Outono
2020-04-01,London,United Kingdom,PM2.5,83.03,µg/m³,51.5074,-0.1278,2020,4,2,0,Outono
2020-04-02,London,United Kingdom,PM2.5,83.79,µg/m³,51.5074,-0.1278,2020,4,3,0,Outono
2020-04-03,London,United Kingdom,PM2.5,67.69,µg/m³,51.5074,-0.1278,2020,4,4,0,Outono
2020-04-04,London,United Kingdom,PM2.5,58.41,µg/m³,51.5074,-0.1278,2020,4,5,1,Outono
2020-04-05,London,United Kingdom,PM2.5,47.63,µg/m³,51.5074,-0.1278,2020,4,6,1,Outono
2020-04-06,London,United Kingdom,PM2.5,53.75,µg/m³,51.5074,-0.1278,2020,4,0,0,Outono
2020-04-07,London,United Kingdom,PM2.5,54.72,µg/m³,51.5074,-0.1278,2020,4,1,0,Outono
2020-04-08,London,United Kingdom,PM2.5,82.22,µg/m³,51.5074,-0.1278,2020,4,2,0,Outono
2020-04-09,London,United Kingdom,PM2.5,69.58,µg/m³,51.5074,-0.1278,2020,4,3,0,Outono
2020-04-10,London,United Kingdom,PM2.5,72.29,µg/m³,51.5074,-0.1278,2020,4,4,0,Outono
2020-04-11,London,United Kingdom,PM2.5,46.16,µg/m³,51.5074,-0.1278,2020,4,5,1,Outono
2020-04-12,London,United Kingdom,PM2.5,56.36,µg/m³,51.5074,-0.1278,2020,4,6,1,Outono
2020-04-13,London,United Kingdom,PM2.5,77.17,µg/m³,51.5074,-0.1278,2020,4,0,0,Outono
2020-04-14,London,United Kingdom,PM2.5,71.13,µg/m³,51.5074,-0.1278,2020,4,1,0,Outono
2020-04-15,London,United Kingdom,PM2.5,66.75,µg/m³,51.5074,-0.1278,2020,4,2,0,Outono
2020-04-16,London,United Kingdom,PM2.5,73.83,µg/m³,51.5074,-0.1278,2020,4,3,0,Outono
2020-04-17,London,United Kingdom,PM2.5,84.5,µg/m³,51.5074,-0.1278,2020,4,4,0,Outono
2020-04-18,London,United Kingdom,PM2.5,65.88,µg/m³,51.5074,-0.1278,2020,4,5,1,Outono
2020-04-19,London,United Kingdom,PM2.5,68.74,µg/m³,51.5074,-0.1278,2020,4,6,1,Outono
2020-04-20,London,United Kingdom,PM2.5,69.92,µg/m³,51.5074,-0.1278,2020,4,0,0,Outono
2020-04-21,London,United Kingdom,PM2.5,91.85,µg/m³,51.5074,-0.1278,2020,4,1,0,Outono
2020-04-22,London,United Kingdom,PM2.5,46.88,µg/m³,51.5074,-0.1278,2020,4,2,0,Outono
2020-04-23,London,United Kingdom,PM2.5,74.65,µg/m³,51.5074,-0.1278,2020,4,3,0,Outono
2020-04-24,London,United Kingdom,PM2.5,66.6,µg/m³,51.5074,-0.1278,2020,4,4,0,Outono
2020-04-25,London,United Kingdom,PM2.5,73.35,µg/m³,51.5074,-0.1278,2020,4,5,1,Outono
2020-04-26,London,United Kingdom,PM2.5,61.04,µg/m³,51.5074,-0.1278,2020,4,6,1,Outono
2020-04-27,London,United Kingdom,PM2.5,67.05,µg/m³,51.5074,-0.1278,2020,4,0,0,Outono
2020-04-28,London,United Kingdom,PM2.5,74.58,µg/m³,51.5074,-0.1278,2020,4,1,0,Outono
2020-04-29,London,United Kingdom,PM2.5,98.52,µg/m³,51.5074,-0.1278,2020,4,2,0,Outono
2020-04-30,London,United Kingdom,PM2.5,75.39,µg/m³,51.5074,-0.1278,2020,4,3,0,Outono
2020-05-01,London,United Kingdom,PM2.5,58.74,µg/m³,51.5074,-0.1278,2020,5,4,0,Outono
2020-05-02,London,United Kingdom,PM2.5,62.9,µg/m³,51.5074,-0.1278,2020,5,5,1,Outono
2020-05-03,London,United Kingdom,PM2.5,62.51,µg/m³,51.5074,-0.1278,2020,5,6,1,Outono
2020-05-04,London,United Kingdom,PM2.5,49.0,µg/m³,51.5074,-0.1278,2020,5,0,0,Outono
2020-05-05,London,United Kingdom,PM2.5,63.56,µg/m³,51.5074,-0.1278,2020,5,1,0,Outono
2020-05-06,London,United Kingdom,PM2.5,74.1,µg/m³,51.5074,-0.1278,2020,5,2,0,Outono
2020-05-07,London,United Kingdom,PM2.5,53.93,µg/m³,51.5074,-0.1278,2020,5,3,0,Outono
2020-05-08,London,United Kingdom,PM2.5,77.06,µg/m³,51.5074,-0.1278,2020,5,4,0,Outono
2020-05-09,London,United Kingdom,PM2.5,71.35,µg/m³,51.5074,-0.1278,2020,5,5,1,Outono
2020-05-10,London,United Kingdom,PM2.5,59.02,µg/m³,51.5074,-0.1278,2020,5,6,1,Outono
2020-05-11,London,United Kingdom,PM2.5,64.84,µg/m³,51.5074,-0.1278,2020,5,0,0,Outono
2020-05-12,London,United Kingdom,PM2.5,82.13,µg/m³,51.5074,-0.1278,2020,5,1,0,Outono
2020-05-13,London,United Kingdom,PM2.5,73.37,µg/m³,51.5074,-0.1278,2020,5,2,0,Outono
2020-05-14,London,United Kingdom,PM2.5,66.01,µg/m³,51.5074,-0.1278,2020,5,3,0,Outono
2020-05-15,London,United Kingdom,PM2.5,63.42,µg/m³,51.5074,-0.1278,2020,5,4,0,Outono
2020-05-16,London,United Kingdom,PM2.5,66.45,µg/m³,51.5074,-0.1278,2020,5,5,1,Outono
2020-05-17,London,United Kingdom,PM2.5,60.44,µg/m³,51.5074,-0.1278,2020,5,6,1,Outono
2020-05-18,London,United Kingdom,PM2.5,44.39,µg/m³,51.5074,-0.1278,2020,5,0,0,Outono
2020-05-19,London,United Kingdom,PM2.5,85.74,µg/m³,51.5074,-0.1278,2020,5,1,0,Outono
2020-05-20,London,United Kingdom,PM2.5,66.74,µg/m³,51.5074,-0.1278,2020,5,2,0,Outono
2020-05-21,London,United Kingdom,PM2.5,69.04,µg/m³,51.5074,-0.1278,2020,5,3,0,Outono
2020-05-22,London,United Kingdom,PM2.5,64.35,µg/m³,51.5074,-0.1278,2020,5,4,0,Outono
2020-05-23,London,United Kingdom,PM2.5,57.44,µg/m³,51.5074,-0.1278,2020,5,5,1,Outono
2020-05-24,London,United Kingdom,PM2.5,62.8,µg/m³,51.5074,-0.1278,2020,5,6,1,Outono
2020-05-25,London,United Kingdom,PM2.5,48.53,µg/m³,51.5074,-0.1278,2020,5,0,0,Outono
2020-05-26,London,United Kingdom,PM2.5,87.15,µg/m³,51.5074,-0.1278,2020,5,1,0,Outono
2020-05-27,London,United Kingdom,PM2.5,51.9,µg/m³,51.5074,-0.1278,2020,5,2,0,Outono
2020-05-28,London,United Kingdom,PM2.5,53.78,µg/m³,51.5074,-0.1278,2020,5,3,0,Outono
2020-05-29,London,United Kingdom,PM2.5,59.56,µg/m³,51.5074,-0.1278,2020,5,4,0,Outono
2020-05-30,London,United Kingdom,PM2.5,76.69,µg/m³,51.5074,-0.1278,2020,5,5,1,Outono
2020-05-31,London,United Kingdom,PM2.5,63.81,µg/m³,51.5074,-0.1278,2020,5,6,1,Outono
2020-06-01,London,United Kingdom,PM2.5,51.16,µg/m³,51.5074,-0.1278,2020,6,0,0,Inverno
2020-06-02,London,United Kingdom,PM2.5,75.91,µg/m³,51.5074,-0.1278,2020,6,1,0,Inverno
2020-06-03,London,United Kingdom,PM2.5,70.53,µg/m³,51.5074,-0.1278,2020,6,2,0,Inverno
2020-06-04,London,United Kingdom,PM2.5,68.45,µg/m³,51.5074,-0.1278,2020,6,3,0,Inverno
2020-06-05,London,United Kingdom,PM2.5,70.07,µg/m³,51.5074,-0.1278,2020,6,4,0,Inverno
2020-06-06,London,United Kingdom,PM2.5,86.7,µg/m³,51.5074,-0.1278,2020,6,5,1,Inverno
2020-06-07,London,United Kingdom,PM2.5,84.45,µg/m³,51.5074,-0.1278,2020,6,6,1,Inverno
2020-06-08,London,United Kingdom,PM2.5,55.57,µg/m³,51.5074,-0.1278,2020,6,0,0,Inverno
2020-06-09,London,United Kingdom,PM2.5,78.52,µg/m³,51.5074,-0.1278,2020,6,1,0,Inverno
2020-06-10,London,United Kingdom,PM2.5,65.95,µg/m³,51.5074,-0.1278,2020,6,2,0,Inverno
2020-06-11,London,United Kingdom,PM2.5,66.95,µg/m³,51.5074,-0.1278,2020,6,3,0,Inverno
2020-06-12,London,United Kingdom,PM2.5,44.88,µg/m³,51.5074,-0.1278,2020,6,4,0,Inverno
2020-06-13,London,United Kingdom,PM2.5,59.93,µg/m³,51.5074,-0.1278,2020,6,5,1,Inverno
2020-06-14,London,United Kingdom,PM2.5,53.34,µg/m³,51.5074,-0.1278,2020,6,6,1,Inverno
2020-06-15,London,United Kingdom,PM2.5,69.59,µg/m³,51.5074,-0.1278,2020,6,0,0,Inverno
2020-06-16,London,United Kingdom,PM2.5,71.85,µg/m³,51.5074,-0.1278,2020,6,1,0,Inverno
2020-06-17,London,United Kingdom,PM2.5,40.23,µg/m³,51.5074,-0.1278,2020,6,2,0,Inverno
2020-06-18,London,United Kingdom,PM2.5,60.59,µg/m³,51.5074,-0.1278,2020,6,3,0,Inverno
2020-06-19,London,United Kingdom,PM2.5,71.86,µg/m³,51.5074,-0.1278,2020,6,4,0,Inverno
2020-06-20,London,United Kingdom,PM2.5,58.61,µg/m³,51.5074,-0.1278,2020,6,5,1,Inverno
2020-06-21,London,United Kingdom,PM2.5,67.59,µg/m³,51.5074,-0.1278,2020,6,6,1,Inverno
2020-06-22,London,United Kingdom,PM2.5,63.65,µg/m³,51.5074,-0.1278,2020,6,0,0,Inverno
2020-06-23,London,United Kingdom,PM2.5,63.38,µg/m³,51.5074,-0.1278,2020,6,1,0,Inverno
2020-06-24,London,United Kingdom,PM2.5,57.08,µg/m³,51.5074,-0.1278,2020,6,2,0,Inverno
2020-06-25,London,United Kingdom,PM2.5,47.46,µg/m³,51.5074,-0.1278,2020,6,3,0,Inverno
2020-06-26,London,United Kingdom,PM2.5,48.24,µg/m³,51.5074,-0.1278,2020,6,4,0,Inverno
2020-06-27,London,United Kingdom,PM2.5,66.37,µg/m³,51.5074,-0.1278,2020,6,5,1,Inverno
2020-06-28,London,United Kingdom,PM2.5,59.3,µg/m³,51.5074,-0.1278,2020,6,6,1,Inverno
2020-01-01,London,United Kingdom,NO2,21.79,µg/m³,51.5074,-0.1278,2020,1,2,0,Verão
2020-01-02,London,United Kingdom,NO2,8.67,µg/m³,51.5074,-0.1278,2020,1,3,0,Verão
2020-01-03,London,United Kingdom,NO2,1.0,µg/m³,51.5074,-0.1278,2020,1,4,0,Verão
2020-01-04,London,United Kingdom,NO2,8.52,µg/m³,51.5074,-0.1278,2020,1,5,1,Verão
2020-01-05,London,United Kingdom,NO2,1.0,µg/m³,51.5074,-0.1278,2020,1,6,1,Verão
2020-01-06,London,United Kingdom,NO2,1.0,µg/m³,51.5074,-0.1278,2020,1,0,0,Verão
2020-01-07,London,United Kingdom,NO2,14.85,µg/m³,51.5074,-0.1278,2020,1,1,0,Verão
2020-01-08,London,United Kingdom,NO2,15.86,µg/m³,51.5074,-0.1278,2020,1,2,0,Verão
2020-01-09,London,United Kingdom,NO2,16.83,µg/m³,51.5074,-0.1278,2020,1,3,0,Verão
2020-01-10,London,United Kingdom,NO2,13.96,µg/m³,51.5074,-0.1278,2020,1,4,0,Verão
2020-01-11,London,United Kingdom,NO2,7.17,µg/m³,51.5074,-0.1278,2020,1,5,1,Verão
2020-01-12,London,United Kingdom,NO2,13.73,µg/m³,51.5074,-0.1278,2020,1,6,1,Verão
2020-01-13,London,United Kingdom,NO2,10.07,µg/m³,51.5074,-0.1278,2020,1,0,0,Verão
2020-01-14,London,United Kingdom,NO2,1.0,µg/m³,51.5074,-0.1278,2020,1,1,0,Verão
2020-01-15,London,United Kingdom,NO2,7.05,µg/m³,51.5074,-0.1278,2020,1,2,0,Verão
2020-01-16,London,United Kingdom,NO2,23.84,µg/m³,51.5074,-0.1278,2020,1,3,0,Verão
2020-01-17,London,United Kingdom,NO2,30.99,µg/m³,51.5074,-0.1278,2020,1,4,0,Verão
2020-01-18,London,United Kingdom,NO2,21.79,µg/m³,51.5074,-0.1278,2020,1,5,1,Verão
2020-01-19,London,United Kingdom,NO2,30.88,µg/m³,51.5074,-0.1278,2020,1,6,1,Verão
2020-01-20,London,United Kingdom,NO2,16.46,µg/m³,51.5074,-0.1278,2020,1,0,0,Verão
2020-01-21,London,United Kingdom,NO2,33.19,µg/m³,51.5074,-0.1278,2020,1,1,0,Verão
2020-01-22,London,United Kingdom,NO2,36.47,µg/m³,51.5074,-0.1278,2020,1,2,0,Verão
2020-01-23,London,United Kingdom,NO2,1.0,µg/m³,51.5074,-0.1278,2020,1,3,0,Verão
2020-01-24,London,United Kingdom,NO2,18.46,µg/m³,51.5074,-0.1278,2020,1,4,0,Verão
2020-01-25,London,United Kingdom,NO2,17.27,µg/m³,51.5074,-0.1278,2020,1,5,1,Verão
2020-01-26,London,United Kingdom,NO2,12.32,µg/m³,51.5074,-0.1278,2020,1,6,1,Verão
2020-01-27,London,United Kingdom,NO2,21.64,µg/m³,51.5074,-0.1278,2020,1,0,0,Verão
2020-01-28,London,United Kingdom,NO2,17.28,µg/m³,51.5074,-0.1278,2020,1,1,0,Verão
2020-01-29,London,United Kingdom,NO2,9.67,µg/m³,51.5074,-0.1278,2020,1,2,0,Verão
2020-01-30,London,United Kingdom,NO2,16.91,µg/m³,51.5074,-0.1278,2020,1,3,0,Verão
2020-01-31,London,United Kingdom,NO2,29.37,µg/m³,51.5074,-0.1278,2020,1,4,0,Verão
2020-02-01,London,United Kingdom,NO2,19.3,µg/m³,51.5074,-0.1278,2020,2,5,1,Verão
2020-02-02,London,United Kingdom,NO2,23.89,µg/m³,51.5074,-0.1278,2020,2,6,1,Verão
2020-02-03,London,United Kingdom,NO2,15.0,µg/m³,51.5074,-0.1278,2020,2,0,0,Verão
2020-02-04,London,United Kingdom,NO2,22.43,µg/m³,51.5074,-0.1278,2020,2,1,0,Verão
2020-02-05,London,United Kingdom,NO2,5.96,µg/m³,51.5074,-0.1278,2020,2,2,0,Verão
2020-02-06,London,United Kingdom,NO2,13.2,µg/m³,51.5074,-0.1278,2020,2,3,0,Verão
2020-02-07,London,United Kingdom,NO2,17.31,µg/m³,51.5074,-0.1278,2020,2,4,0,Verão
2020-02-08,London,United Kingdom,NO2,5.71,µg/m³,51.5074,-0.1278,2020,2,5,1,Verão
2020-02-09,London,United Kingdom,NO2,10.31,µg/m³,51.5074,-0.1278,2020,2,6,1,Verão
2020-02-10,London,United Kingdom,NO2,21.87,µg/m³,51.5074,-0.1278,2020,2,0,0,Verão
2020-02-11,London,United Kingdom,NO2,20.17,µg/m³,51.5074,-0.1278,2020,2,1,0,Verão
2020-02-12,London,United Kingdom,NO2,27.07,µg/m³,51.5074,-0.1278,2020,2,2,0,Verão
2020-02-13,London,United Kingdom,NO2,13.13,µg/m³,51.5074,-0.1278,2020,2,3,0,Verão
2020-02-14,London,United Kingdom,NO2,19.84,µg/m³,51.5074,-0.1278,2020,2,4,0,Verão
2020-02-15,London,United Kingdom,NO2,12.66,µg/m³,51.5074,-0.1278,2020,2,5,1,Verão
2020-02-16,London,United Kingdom,NO2,26.57,µg/m³,51.5074,-0.1278,2020,2,6,1,Verão
2020-02-17,London,United Kingdom,NO2,31.53,µg/m³,51.5074,-0.1278,2020,2,0,0,Verão
2020-02-18,London,United Kingdom,NO2,24.58,µg/m³,51.5074,-0.1278,2020,2,1,0,Verão
2020-02-19,London,United Kingdom,NO2,30.47,µg/m³,51.5074,-0.1278,2020,2,2,0,Verão
2020-02-20,London,United Kingdom,NO2,20.3,µg/m³,51.5074,-0.1278,2020,2,3,0,Verão
2020-02-21,London,United Kingdom,NO2,28.14,µg/m³,51.5074,-0.1278,2020,2,4,0,Verão
2020-02-22,London,United Kingdom,NO2,20.95,µg/m³,51.5074,-0.1278,2020,2,5,1,Verão
2020-02-23,London,United Kingdom,NO2,10.05,µg/m³,51.5074,-0.1278,2020,2,6,1,Verão
2020-02-24,London,United Kingdom,NO2,22.87,µg/m³,51.5074,-0.1278,2020,2,0,0,Verão
2020-02-25,London,United Kingdom,NO2,10.55,µg/m³,51.5074,-0.1278,2020,2,1,0,Verão
2020-02-26,London,United Kingdom,NO2,44.0,µg/m³,51.5074,-0.1278,2020,2,2,0,Verão
2020-02-27,London,United Kingdom,NO2,17.36,µg/m³,51.5074,-0.1278,2020,2,3,0,Verão
2020-02-28,London,United Kingdom,NO2,27.25,µg/m³,51.5074,-0.1278,2020,2,4,0,Verão
2020-02-29,London,United Kingdom,NO2,20.76,µg/m³,51.5074,-0.1278,2020,2,5,1,Verão
2020-03-01,London,United Kingdom,NO2,8.64,µg/m³,51.5074,-0.1278,2020,3,6,1,Outono
2020-03-02,London,United Kingdom,NO2,2.08,µg/m³,51.5074,-0.1278,2020,3,0,0,Outono
2020-03-03,London,United Kingdom,NO2,28.64,µg/m³,51.5074,-0.1278,2020,3,1,0,Outono
2020-03-04,London,United Kingdom,NO2,36.72,µg/m³,51.5074,-0.1278,2020,3,2,0,Outono
2020-03-05,London,United Kingdom,NO2,13.96,µg/m³,51.5074,-0.1278,2020,3,3,0,Outono
2020-03-06,London,United Kingdom,NO2,4.82,µg/m³,51.5074,-0.1278,2020,3,4,0,Outono
2020-03-07,London,United Kingdom,NO2,18.21,µg/m³,51.5074,-0.1278,2020,3,5,1,Outono
2020-03-08,London,United Kingdom,NO2,12.16,µg/m³,51.5074,-0.1278,2020,3,6,1,Outono
2020-03-09,London,United Kingdom,NO2,15.1,µg/m³,51.5074,-0.1278,2020,3,0,0,Outono
